Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
"[<td>5 August 2014,<br/>08:00
</td>, <td><a href=""/wiki/Falcon_9_v1.1"" title=""Falcon 9 v1.1"">F9 v1.1</a>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a href=""/wiki/AsiaSat_8"" title=""AsiaSat 8"">AsiaSat 8</a><sup class=""reference"" id=""cite_ref-sxManifest20120925_28-7""><a href=""#cite_note-sxManifest20120925-28"">[22]</a></sup><sup class=""reference"" id=""cite_ref-AsiaSat_SpaceX_61-0""><a href=""#cite_note-AsiaSat_SpaceX-61"">[54]</a></sup><sup class=""reference"" id=""cite_ref-62""><a href=""#cite_note-62"">[55]</a></sup>
</td>, <td>4,535 kg (9,998 lb)
</td>, <td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>, <td><a href=""/wiki/AsiaSat"" title=""AsiaSat"">AsiaSat</a>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-as8_20140805_63-0""><a href=""#cite_note-as8_20140805-63"">[56]</a></sup>
</td>, <td class=""table-noAttempt"" style=""background: #EEE; vertical-align: middle; white-space: nowrap; text-align: center;"">No attempt<br/><sup class=""reference"" id=""cite_ref-amspace-20140803_64-0""><a href=""#cite_note-amspace-20140803-64"">[57]</a></sup>
</td>]",Cape Canaveral,AsiaSat 8,"4,535 kg",GTO,AsiaSat,Success,,No attempt,5 August 2014,08:00
"[<td>7 September 2014,<br/>05:00
</td>, <td><a href=""/wiki/Falcon_9_v1.1"" title=""Falcon 9 v1.1"">F9 v1.1</a><br/>B1011<sup class=""reference"" id=""cite_ref-block_numbers_14-6""><a href=""#cite_note-block_numbers-14"">[8]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a href=""/wiki/AsiaSat_6"" title=""AsiaSat 6"">AsiaSat 6</a><sup class=""reference"" id=""cite_ref-sxManifest20120925_28-8""><a href=""#cite_note-sxManifest20120925-28"">[22]</a></sup><sup class=""reference"" id=""cite_ref-AsiaSat_SpaceX_61-1""><a href=""#cite_note-AsiaSat_SpaceX-61"">[54]</a></sup><sup class=""reference"" id=""cite_ref-65""><a href=""#cite_note-65"">[58]</a></sup>
</td>, <td>4,428 kg (9,762 lb)
</td>, <td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>, <td><a href=""/wiki/AsiaSat"" title=""AsiaSat"">AsiaSat</a>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-sdc20140907_66-0""><a href=""#cite_note-sdc20140907-66"">[59]</a></sup>
</td>, <td class=""table-noAttempt"" style=""background: #EEE; vertical-align: middle; white-space: nowrap; text-align: center;"">No attempt
</td>]",Cape Canaveral,AsiaSat 6,"4,428 kg",GTO,AsiaSat,Success,,"No attempt
",7 September 2014,05:00
"[<td>21 September 2014,<br/>05:52<sup class=""reference"" id=""cite_ref-SFN_LLog_27-2""><a href=""#cite_note-SFN_LLog-27"">[21]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_v1.1"" title=""Falcon 9 v1.1"">F9 v1.1</a><br/>B1010<sup class=""reference"" id=""cite_ref-block_numbers_14-7""><a href=""#cite_note-block_numbers-14"">[8]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a href=""/wiki/SpaceX_CRS-4"" title=""SpaceX CRS-4"">SpaceX CRS-4</a><sup class=""reference"" id=""cite_ref-sxManifest20120925_28-9""><a href=""#cite_note-sxManifest20120925-28"">[22]</a></sup><br/>(Dragon <a href=""/wiki/Dragon_C106"" title=""Dragon C106"">C106</a>.1)
</td>, <td>2,216 kg (4,885 lb)<sup class=""reference"" id=""cite_ref-69""><a href=""#cite_note-69"">[62]</a></sup>
</td>, <td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>, <td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-nasacrs420140921_70-0""><a href=""#cite_note-nasacrs420140921-70"">[63]</a></sup>
</td>, <td class=""table-no2"" style=""background: #FFE3E3; color: black; vertical-align: middle; text-align: center;"">Uncontrolled<br/><small>(ocean)</small><sup class=""reference"" id=""cite_ref-ocean_landing_38-3""><a href=""#cite_note-ocean_landing-38"">[d]</a></sup><sup class=""reference"" id=""cite_ref-fail-13_71-0""><a href=""#cite_note-fail-13-71"">[64]</a></sup>
</td>]",Cape Canaveral,SpaceX CRS-4,"2,216 kg",LEO,NASA,Success,,Uncontrolled,21 September 2014,05:52
"[<td>10 January 2015,<br/>09:47<sup class=""reference"" id=""cite_ref-nasa20150107_74-0""><a href=""#cite_note-nasa20150107-74"">[67]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_v1.1"" title=""Falcon 9 v1.1"">F9 v1.1</a><br/>B1012<sup class=""reference"" id=""cite_ref-block_numbers_14-8""><a href=""#cite_note-block_numbers-14"">[8]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a href=""/wiki/SpaceX_CRS-5"" title=""SpaceX CRS-5"">SpaceX CRS-5</a><sup class=""reference"" id=""cite_ref-sxManifest20130731_75-0""><a href=""#cite_note-sxManifest20130731-75"">[68]</a></sup><br/>(Dragon C107)
</td>, <td>2,395 kg (5,280 lb)<sup class=""reference"" id=""cite_ref-76""><a href=""#cite_note-76"">[69]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>, <td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-nasacrs520150110_77-0""><a href=""#cite_note-nasacrs520150110-77"">[70]</a></sup>
</td>, <td class=""table-failure"" style=""background: #FFC7C7; vertical-align: middle; text-align: center;"">Failure <small><span class=""nowrap"">(drone ship)</span></small>
</td>]",Cape Canaveral,SpaceX CRS-5,"2,395 kg",LEO,NASA,Success,,Failure ,10 January 2015,09:47
"[<td>11 February 2015,<br/>23:03<sup class=""reference"" id=""cite_ref-79""><a href=""#cite_note-79"">[72]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_v1.1"" title=""Falcon 9 v1.1"">F9 v1.1</a><br/>B1013<sup class=""reference"" id=""cite_ref-block_numbers_14-9""><a href=""#cite_note-block_numbers-14"">[8]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a class=""mw-redirect"" href=""/wiki/DSCOVR"" title=""DSCOVR"">DSCOVR</a><sup class=""reference"" id=""cite_ref-sxManifest20130731_75-1""><a href=""#cite_note-sxManifest20130731-75"">[68]</a></sup><sup class=""reference"" id=""cite_ref-80""><a href=""#cite_note-80"">[73]</a></sup>
</td>, <td>570 kg (1,260 lb)
</td>, <td><a href=""/wiki/High_Earth_orbit"" title=""High Earth orbit"">HEO</a><br/>(<a href=""/wiki/Lagrange_point"" title=""Lagrange point"">Sun–Earth L<sub>1</sub></a> insertion)
</td>, <td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/United_States_Air_Force"" title=""United States Air Force"">USAF</a></li>
<li><a href=""/wiki/NASA"" title=""NASA"">NASA</a></li>
<li><a class=""mw-redirect"" href=""/wiki/NOAA"" title=""NOAA"">NOAA</a></li></ul>
</div>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success
</td>, <td class=""partial table-partial"" style=""background: #BFE; vertical-align: middle; text-align: center;"">Controlled<br/><small>(ocean)</small><sup class=""reference"" id=""cite_ref-ocean_landing_38-4""><a href=""#cite_note-ocean_landing-38"">[d]</a></sup>
</td>]",Cape Canaveral,DSCOVR,570 kg,HEO,USAF,"Success
",,Controlled,11 February 2015,23:03
"[<td>2 March 2015,<br/>03:50<sup class=""reference"" id=""cite_ref-SFN_LLog_27-3""><a href=""#cite_note-SFN_LLog-27"">[21]</a></sup><sup class=""reference"" id=""cite_ref-patrickafmil02142015_83-0""><a href=""#cite_note-patrickafmil02142015-83"">[76]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_v1.1"" title=""Falcon 9 v1.1"">F9 v1.1</a><br/>B1014<sup class=""reference"" id=""cite_ref-block_numbers_14-10""><a href=""#cite_note-block_numbers-14"">[8]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/ABS-3A"" title=""ABS-3A"">ABS-3A</a></li>
<li><a href=""/wiki/Eutelsat_115_West_B"" title=""Eutelsat 115 West B"">Eutelsat 115 West B</a><sup class=""reference"" id=""cite_ref-sxManifest20130731_75-2""><a href=""#cite_note-sxManifest20130731-75"">[68]</a></sup></li></ul>
</div>
</td>, <td>4,159 kg (9,169 lb)
</td>, <td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>, <td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a class=""mw-redirect"" href=""/wiki/Asia_Broadcast_Satellite"" title=""Asia Broadcast Satellite"">ABS</a></li>
<li><a href=""/wiki/Eutelsat"" title=""Eutelsat"">Eutelsat</a></li></ul>
</div>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success
</td>, <td class=""table-noAttempt"" style=""background: #EEE; vertical-align: middle; white-space: nowrap; text-align: center;"">No attempt<sup class=""reference"" id=""cite_ref-84""><a href=""#cite_note-84"">[77]</a></sup>
</td>]",Cape Canaveral,ABS-3A,"4,159 kg",GTO,ABS,"Success
",,No attempt,2 March 2015,03:50
"[<td>14 April 2015,<br/>20:10<sup class=""reference"" id=""cite_ref-SFN_LLog_27-4""><a href=""#cite_note-SFN_LLog-27"">[21]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_v1.1"" title=""Falcon 9 v1.1"">F9 v1.1</a><br/>B1015<sup class=""reference"" id=""cite_ref-block_numbers_14-11""><a href=""#cite_note-block_numbers-14"">[8]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Cape_Canaveral_Air_Force_Station"" title=""Cape Canaveral Air Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a href=""/wiki/SpaceX_CRS-6"" title=""SpaceX CRS-6"">SpaceX CRS-6</a><sup class=""reference"" id=""cite_ref-sxManifest20130731_75-3""><a href=""#cite_note-sxManifest20130731-75"">[68]</a></sup><br/>(Dragon <a href=""/wiki/Dragon_C108"" title=""Dragon C108"">C108.1</a>)
</td>, <td>1,898 kg (4,184 lb)<sup class=""reference"" id=""cite_ref-89""><a href=""#cite_note-89"">[82]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>, <td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success
</td>, <td class=""table-failure"" style=""background: #FFC7C7; vertical-align: middle; text-align: center;"">Failure<sup class=""reference"" id=""cite_ref-90""><a href=""#cite_note-90"">[83]</a></sup><br/><small>(drone ship)</small>
</td>]",Cape Canaveral,SpaceX CRS-6,"1,898 kg",LEO,NASA,"Success
",,Failure,14 April 2015,20:10
"[<td>27 April 2015,<br/>23:03<sup class=""reference"" id=""cite_ref-patrickafb20150414_93-0""><a href=""#cite_note-patrickafb20150414-93"">[86]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_v1.1"" title=""Falcon 9 v1.1"">F9 v1.1</a><br/>B1016<sup class=""reference"" id=""cite_ref-block_numbers_14-12""><a href=""#cite_note-block_numbers-14"">[8]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a href=""/wiki/T%C3%BCrkmen%C3%84lem_52%C2%B0E_/_MonacoSAT"" title=""TürkmenÄlem 52°E / MonacoSAT"">TürkmenÄlem 52°E / MonacoSAT</a><sup class=""reference"" id=""cite_ref-sxManifest20130731_75-4""><a href=""#cite_note-sxManifest20130731-75"">[68]</a></sup><sup class=""reference"" id=""cite_ref-turkmen-monaco_94-0""><a href=""#cite_note-turkmen-monaco-94"">[87]</a></sup>
</td>, <td>4,707 kg (10,377 lb)
</td>, <td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>, <td><a href=""/wiki/Turkmenistan_National_Space_Agency"" title=""Turkmenistan National Space Agency"">Turkmenistan National<br/>Space Agency</a><sup class=""reference"" id=""cite_ref-95""><a href=""#cite_note-95"">[88]</a></sup>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success
</td>, <td class=""table-noAttempt"" style=""background: #EEE; vertical-align: middle; white-space: nowrap; text-align: center;"">No attempt<sup class=""reference"" id=""cite_ref-96""><a href=""#cite_note-96"">[89]</a></sup>
</td>]",Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",GTO,,"Success
",,No attempt,27 April 2015,23:03
"[<td>28 June 2015,<br/>14:21<sup class=""reference"" id=""cite_ref-SFN_LLog_27-5""><a href=""#cite_note-SFN_LLog-27"">[21]</a></sup><sup class=""reference"" id=""cite_ref-nasama20150520_98-0""><a href=""#cite_note-nasama20150520-98"">[91]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_v1.1"" title=""Falcon 9 v1.1"">F9 v1.1</a><br/>B1018<sup class=""reference"" id=""cite_ref-block_numbers_14-13""><a href=""#cite_note-block_numbers-14"">[8]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a href=""/wiki/SpaceX_CRS-7"" title=""SpaceX CRS-7"">SpaceX CRS-7</a><sup class=""reference"" id=""cite_ref-sxManifest20130731_75-5""><a href=""#cite_note-sxManifest20130731-75"">[68]</a></sup><br/>(Dragon C109)
</td>, <td>1,952 kg (4,303 lb)<sup class=""reference"" id=""cite_ref-99""><a href=""#cite_note-99"">[92]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>, <td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>, <td class=""table-failure"" style=""background: #FFC7C7; vertical-align: middle; text-align: center;"">Failure<sup class=""reference"" id=""cite_ref-nyt-20150628_100-0""><a href=""#cite_note-nyt-20150628-100"">[93]</a></sup><br/><small>(in flight)</small>
</td>, <td style=""background:#ececec; text-align:center;"">Precluded<sup class=""reference"" id=""cite_ref-101""><a href=""#cite_note-101"">[94]</a></sup><br/><small><span class=""nowrap"">(drone ship)</span></small>
</td>]",Cape Canaveral,SpaceX CRS-7,"1,952 kg",LEO,NASA,Failure,,Precluded,28 June 2015,14:21
"[<td>22 December 2015,<br/>01:29<sup class=""reference"" id=""cite_ref-orbcomm-og2_104-0""><a href=""#cite_note-orbcomm-og2-104"">[97]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_Full_Thrust"" title=""Falcon 9 Full Thrust"">F9 FT</a><br/>B1019.1<sup class=""reference"" id=""cite_ref-flight20-booster_105-0""><a href=""#cite_note-flight20-booster-105"">[98]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Orbcomm-OG2"" title=""Orbcomm-OG2"">Orbcomm-OG2</a>-2<br/>(11 satellites)<sup class=""reference"" id=""cite_ref-sxManifest20120925_28-10""><a href=""#cite_note-sxManifest20120925-28"">[22]</a></sup><sup class=""reference"" id=""cite_ref-orbcomm-og2_104-1""><a href=""#cite_note-orbcomm-og2-104"">[97]</a></sup>
</td>, <td>2,034 kg (4,484 lb)
</td>, <td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a>
</td>, <td><a href=""/wiki/Orbcomm"" title=""Orbcomm"">Orbcomm</a>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-flight20-landing_106-0""><a href=""#cite_note-flight20-landing-106"">[99]</a></sup><br/><small><span class=""nowrap"">(ground pad)</span></small>
</td>]",Cape Canaveral,Orbcomm-OG2,"2,034 kg",LEO,Orbcomm,"Success
",,Success,22 December 2015,01:29
"[<td>17 January 2016,<br/>18:42<sup class=""reference"" id=""cite_ref-SFN_LLog_27-6""><a href=""#cite_note-SFN_LLog-27"">[21]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_v1.1"" title=""Falcon 9 v1.1"">F9 v1.1</a><br/>B1017<sup class=""reference"" id=""cite_ref-block_numbers_14-14""><a href=""#cite_note-block_numbers-14"">[8]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>, <td><a href=""/wiki/Jason-3"" title=""Jason-3"">Jason-3</a><sup class=""reference"" id=""cite_ref-sxManifest20130731_75-6""><a href=""#cite_note-sxManifest20130731-75"">[68]</a></sup><sup class=""reference"" id=""cite_ref-111""><a href=""#cite_note-111"">[104]</a></sup>
</td>, <td>553 kg (1,219 lb)
</td>, <td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>, <td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a class=""mw-redirect"" href=""/wiki/Launch_Services_Program"" title=""Launch Services Program"">LSP</a>)</li>
<li><a class=""mw-redirect"" href=""/wiki/NOAA"" title=""NOAA"">NOAA</a></li>
<li><a href=""/wiki/CNES"" title=""CNES"">CNES</a></li></ul>
</div>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success
</td>, <td class=""table-failure"" style=""background: #FFC7C7; vertical-align: middle; text-align: center;"">Failure<br/><small>(drone ship)</small>
</td>]",Cape Canaveral,Jason-3,553 kg,LEO,NASA,"Success
",,Failure,17 January 2016,18:42
"[<td>4 March 2016,<br/>23:35<sup class=""reference"" id=""cite_ref-SFN_LLog_27-7""><a href=""#cite_note-SFN_LLog-27"">[21]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_Full_Thrust"" title=""Falcon 9 Full Thrust"">F9 FT</a><br/>B1020.1<sup class=""reference"" id=""cite_ref-skyrocket_1.2_115-0""><a href=""#cite_note-skyrocket_1.2-115"">[108]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a href=""/wiki/SES-9"" title=""SES-9"">SES-9</a><sup class=""reference"" id=""cite_ref-sxManifest20130731_75-7""><a href=""#cite_note-sxManifest20130731-75"">[68]</a></sup><sup class=""reference"" id=""cite_ref-spacenews20140410_116-0""><a href=""#cite_note-spacenews20140410-116"">[109]</a></sup><sup class=""reference"" id=""cite_ref-nsf20160208_117-0""><a href=""#cite_note-nsf20160208-117"">[110]</a></sup>
</td>, <td>5,271 kg (11,621 lb)
</td>, <td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>, <td><a href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success
</td>, <td class=""table-failure"" style=""background: #FFC7C7; vertical-align: middle; text-align: center;"">Failure<br/><small>(drone ship)</small>
</td>]",VAFB,SES-9,"5,271 kg",GTO,SES,"Success
",,Failure,4 March 2016,23:35
"[<td>8 April 2016,<br/>20:43<sup class=""reference"" id=""cite_ref-SFN_LLog_27-8""><a href=""#cite_note-SFN_LLog-27"">[21]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_Full_Thrust"" title=""Falcon 9 Full Thrust"">F9 FT</a><br/><a href=""/wiki/List_of_Falcon_9_first-stage_boosters"" title=""List of Falcon 9 first-stage boosters"">B1021.1</a><sup class=""reference"" id=""cite_ref-nsf-20170330_122-0""><a href=""#cite_note-nsf-20170330-122"">[115]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a href=""/wiki/SpaceX_CRS-8"" title=""SpaceX CRS-8"">SpaceX CRS-8</a><sup class=""reference"" id=""cite_ref-sxManifest20130731_75-8""><a href=""#cite_note-sxManifest20130731-75"">[68]</a></sup><sup class=""reference"" id=""cite_ref-nsf20160208_117-1""><a href=""#cite_note-nsf20160208-117"">[110]</a></sup><br/>(Dragon C110.1)
</td>, <td>3,136 kg (6,914 lb)<sup class=""reference"" id=""cite_ref-123""><a href=""#cite_note-123"">[116]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>, <td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-crs-8-webcast_124-0""><a href=""#cite_note-crs-8-webcast-124"">[117]</a></sup>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-125""><a href=""#cite_note-125"">[118]</a></sup><br/><small>(drone ship)</small>
</td>]",Cape Canaveral,SpaceX CRS-8,"3,136 kg",LEO,NASA,Success,,Success,8 April 2016,20:43
"[<td>6 May 2016,<br/>05:21<sup class=""reference"" id=""cite_ref-SFN_LLog_27-9""><a href=""#cite_note-SFN_LLog-27"">[21]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_Full_Thrust"" title=""Falcon 9 Full Thrust"">F9 FT</a><br/>B1022.1<sup class=""reference"" id=""cite_ref-nsf20170325_129-0""><a href=""#cite_note-nsf20170325-129"">[122]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>, <td><a href=""/wiki/SKY_Perfect_JSAT"" title=""SKY Perfect JSAT"">JCSAT-14</a><sup class=""reference"" id=""cite_ref-130""><a href=""#cite_note-130"">[123]</a></sup>
</td>, <td>4,696 kg (10,353 lb)<sup class=""reference"" id=""cite_ref-131""><a href=""#cite_note-131"">[124]</a></sup>
</td>, <td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>, <td><a href=""/wiki/SKY_Perfect_JSAT"" title=""SKY Perfect JSAT"">SKY Perfect JSAT Group</a>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<br/><small>(drone ship)</small>
</td>]",Cape Canaveral,JCSAT-14,"4,696 kg",GTO,SKY Perfect JSAT Group,"Success
",,Success,6 May 2016,05:21
